"","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature15","feature16"
"TRAAABD128F429CF47",0.122561643835616,71.9682789041096,0.730807432432432,73.2007753716216,0.491666666666667,57.5379855555556,0.698872727272727,-12.4506090909091,0.0541627454545455,-21.8399927272727,0.296258636363636,72.8932247636364,7.50563121212121,0.616008460236887,73.2011407952623
"TRAAAEF128F4273421",0.118608695652174,115.988532086957,0.621876623376623,116.743008030303,0.325818181818182,102.654114545455,0.522197320341047,-11.114934226553,0.0556036297198538,-17.1990146163216,0.367716605765327,112.635205042631,10.6398696711328,0.260191558441558,116.617431006494
"TRAAAFD128F92F423A",0.127936363636364,101.839819090909,0.435171171171171,102.530720540541,0.613333333333333,94.6528655555556,0.356417533432392,-6.51316493313522,0.0485792570579495,-12.1560891530461,0.401212852897474,98.9574157057949,6.46544427934621,0.257528748590755,102.530911600902
"TRAAARJ128F9320760",0.139043010752688,130.296721182796,0.283727034120735,133.399843543307,0.415166666666667,129.490891666667,0.396089912280702,-16.5007796052632,0.0662990570175439,-21.7786458333333,0.405690606725146,129.693292752193,2.95261120248538,0.178847669074196,133.573818555483
"TRAABJV128F1460C49",0.118853773584906,152.584332641509,0.665238618524333,153.302506750392,0.446615384615385,147.478991538462,0.598007525870179,-10.4190978363123,0.0396259266227658,-17.9939971777987,0.301067419253685,152.473763424271,11.8538992630919,0.466261960784314,153.302351137255
"TRAABLR128F423B7E3",0.143764227642276,246.671177723577,0.413669696969697,247.832065838384,0.568941176470588,236.856252352941,0.64129484029484,-12.9767549140049,0.0467635135135135,-22.4333058968059,0.323716113841114,242.375943476658,-0.729311169123669,0.433203937405351,247.830956915699
"TRAABVM128F92CA9DC",0.206666666666667,141.686645988701,0.546410364145658,142.688848291317,0.655071428571429,127.966092857143,0.528426682692308,-8.01300841346154,0.0533698557692308,-14.6598197115385,0.262845753205128,143.883154158654,5.5319453125,0.231602240896359,142.788912226891
"TRAACER128F4290F96",0.0952183098591549,102.497108661972,0.347033216783217,103.036645909091,0.639727272727273,87.29018,0.437819193324061,-6.15522114047288,0.0553333379694019,-11.7992698191933,0.477806791840519,98.9809501947149,4.48792987946222,0.239532342657343,102.946666975524
"TRAACFV128F935E50B",0.105871428571429,60.9408151428571,0.609705263157895,62.2509782807018,0.581571428571429,54.9672285714286,0.727953271028037,-14.2265028037383,0.051350523364486,-24.0351476635514,0.344179906542056,61.2975211401869,7.13697788161994,0.679171929824561,62.1418099122807
"TRAACHN128F1489601",0.349076175040519,113.187861280389,0.349076175040519,113.187861280389,0.641125,115.61206625,0.3630140625,-7.682428125,0.0801200625,-12.4506,0.479032161458333,109.762017625,8.85896276041667,0.122412814274128,113.188370608273
"TRAADLH12903CA70EE",0.116878048780488,42.3728548780488,0.378738095238095,43.5945629166667,0.65725,32.78062,0.403742957746479,-2.89925704225352,0.047257323943662,-8.15256338028169,0.498360328638498,39.7059830633803,7.92512558685446,0.241548961424332,43.5950564391691
"TRAADNA128F9331246",0.125294117647059,123.354593277311,0.669511482254697,124.371675970772,0.489416666666667,98.14001,0.57468772782503,-9.85078736330498,0.0398082260024301,-17.8329744835966,0.36656439854192,125.361363013366,8.82933140947752,0.415862212943633,124.500093068894
"TRAADQX128F422B4CF",0.13190099009901,85.2850002970297,0.773864864864865,86.1305893120393,0.661166666666667,82.623755,0.709860061287028,-13.4764034729316,0.0276447906026558,-30.0600183861083,0.409635852911134,85.9288975280899,-0.0181538134150493,0.826092137592138,86.0248800982801
"TRAADYB128F92D7E73",0.0775428571428571,124.266599428571,0.36333426183844,125.99135913649,0.476888888888889,96.7297155555556,0.600611048478016,-15.4565963923337,0.0509132581736189,-23.5430428410372,0.299607384441939,126.320742908681,-3.43829096204434,0.41130511627907,125.992981060465
"TRAADYI128E078FB38",0.0746732673267327,132.582553960396,0.780945945945946,134.571456584767,0.491666666666667,124.06445,0.57920073664825,-15.5266998158379,0.0562229005524862,-23.6470230202578,0.372092848373235,135.326882228361,7.58489218845918,0.47470110701107,134.571214489545
"TRAAENC128F1451DE9",0.136915584415584,149.735915779221,0.379032,151.849621088,0.554454545454545,152.448566363636,0.536028310502283,-16.9813726027397,0.068924100456621,-24.1264073059361,0.320989269406393,152.717624319635,5.49156194824962,0.2332304,151.729478
"TRAAFMS128F933AB23",0.114315789473684,122.747730263158,0.56958605664488,123.274027167756,0.631,75.7252077777778,0.570675879396985,-14.5162738693467,0.0486809798994975,-21.9575565326633,0.303021252093802,126.892141231156,5.82737049832496,0.347254624591948,123.273140533188
"TRAAFUJ128F933F42B",0.135859375,78.91090625,0.777746153846154,80.4570683461538,0.897666666666667,49.9330666666667,0.803783191230207,-11.3993264311815,0.0430060292326431,-27.4881010962241,0.429746853430775,79.2602780633374,7.42812840032481,0.690902791145332,80.3024354186718
"TRAAGCZ128F93210FD",0.23704,112.0980634,0.570539215686275,113.028904877451,0.45725,98.35738375,0.64217836593786,-9.57133026467204,0.0607740391254315,-19.0165097813579,0.365019083237438,108.985703429229,6.48178260452628,0.349073529411765,112.891316838235
"TRAAGEC128E079252C",0.143063636363636,209.299395363636,0.657531531531532,211.679402792793,0.472583333333333,134.0218975,0.583644144144144,-16.069411036036,0.0616497972972973,-24.1201948198198,0.299154936186186,228.413342601351,3.48645429804805,0.566106981981982,211.441406790541
"TRAAGGE128F9325E2C",0.140490683229814,132.835245838509,0.0576820987654321,133.873492006173,0.739111111111111,107.248371111111,0.45633718487395,-16.712743697479,0.0585925945378151,-22.4713592436975,0.432341211484594,130.145786144958,-0.657342174369748,0.177041666666667,133.769928518519
"TRAAGHM128EF35CF8E",0.169130177514793,120.506470295858,0.621629955947137,121.582337151248,0.7346,100.233472,0.541212429378531,-11.1000621468927,0.0540582824858757,-18.2849288135593,0.310819585687382,119.584445412429,1.22981741996234,0.300113069016153,121.671849522761
"TRAAGJV128F1464090",0.51813698630137,67.910711609589,0.51813698630137,67.910711609589,0.538875,60.06901875,0.653207547169811,-10.8458909853249,0.0741548846960168,-19.702498951782,0.38978249475891,68.1025593710692,13.6339247030049,0.470434931506849,68.0267146232877
"TRAAGMJ12903CAD7D4",0.140824074074074,135.809903611111,0.335237569060773,136.559353664825,0.500666666666667,111.070438666667,0.462853820598007,-13.2897751937984,0.0735086600221484,-19.0370741971207,0.354613695090439,128.571314983389,3.985453857512,0.119386740331492,136.684585755064
"TRAAGPF12903CE027E",0.215794520547945,95.99119,0.329679867986799,97.6063414521452,0.497,85.9078077777778,0.343127468581688,-15.9088402154399,0.0709566965888689,-20.3708168761221,0.245821065230401,94.3448630879713,-0.433341561938959,0.092543956043956,97.4993647472527
